Model, M1T1, M1T16, M2T16, M8T16, M16T16, M32T16, Sylvan1, Sylvan8, Sylvan16
bakery5, 0.113205333333333, 0.016636, 0.0281413333333333, 0.0199236666666667, 0.014102, 0.016276, 23.6135258, 3.5625302, 2.0886376
bakery6, 0.0575286666666667, 0.008448, 0.0149106666666667, 0.012223, 0.010821, 0.0116053333333333, 19.6881932, 2.9281342, 1.6978388
bakery7, 0.407543333333333, 0.056031, 0.0990303333333333, 0.054307, 0.0353453333333333, 0.04703, 131.8881482, 19.6252018, 11.490663
bakery8, 0.287577, 0.043567, 0.0745383333333333, 0.0425656666666667, 0.028232, 0.027382, 255.289506, 38.8470868, 22.7858114
blocks2, 2.45417233333333, 0.403065666666667, 0.522337, 0.345853666666667, 0.297849, 0.321215333333333, 0.4990882, 0.0838328, 0.0602328
blocks3, 46.928684, 5.56919033333333, 8.914379, 4.31159466666667, 2.861475, 2.054878, 12.163887, 1.7810056, 0.9902932
blocks4, -, -, -, 174.112044333333, 104.399412666667, 67.1061253333333, 963.3302744, 143.1728662, 79.5121786
bopdp1, 2.24591666666667, 0.588953, 1.04275533333333, 1.14845133333333, 1.29046066666667, 1.385626, 0.3553314, 0.0663266, 0.04964
bopdp2, 3.41068966666667, 0.895882, 1.650017, 1.699793, 1.79573666666667, 2.07008466666667, 0.525808, 0.1049972, 0.0778628
bopdp3, 6.393666, 1.56452466666667, 2.91012433333333, 2.54774333333333, 2.55320666666667, 2.82850033333333, 1.1533312, 0.1968492, 0.1357378
bridge1, 0.014003, 0.00229733333333333, 0.004075, 0.004611, 0.00467433333333333, 0.006546, 0.2664898, 0.0514216, 0.0417716
bridge2, 0.036618, 0.00596066666666667, 0.010673, 0.0104553333333333, 0.008024, 0.0102983333333333, 0.7284326, 0.117115, 0.0761826
bridge3, 0.0625276666666667, 0.00974733333333333, 0.0187676666666667, 0.0149346666666667, 0.0128553333333333, 0.016875, 2.275868, 0.3310048, 0.1968938
brp1, 1.720303, 0.410242333333333, 0.698249666666667, 0.728830666666667, 0.810406666666667, 0.84966, 0.5260432, 0.1164378, 0.0907152
brp21, 4.23260366666667, 1.02493033333333, 1.82858966666667, 1.88822933333333, 1.96374066666667, 2.26420466666667, 0.7698668, 0.1531754, 0.1129932
brp22, 5.089367, 1.18665633333333, 2.10706066666667, 2.007611, 2.044509, 2.30994166666667, 1.0424862, 0.194277, 0.1382528
brp23, 3.68890333333333, 0.879998, 1.54175566666667, 1.57895366666667, 1.638973, 1.88238866666667, 0.6758856, 0.135024, 0.1039686
brp24, 15.3115843333333, 2.91179566666667, 6.089159, 4.96197066666667, 4.742169, 5.28440133333333, 3.7619748, 0.579859, 0.3669316
brp25, 14.205694, 2.79373833333333, 5.646962, 4.58573966666667, 4.41770833333333, 4.95018033333333, 3.2883108, 0.5362862, 0.3439058
brp26, 86.7491413333333, 10.2024586666667, 25.8162116666667, 16.2404923333333, 13.4745583333333, 13.1094946666667, 21.5809256, 3.2507682, 1.943804
brp2, 2.24799, 0.546624333333333, 0.909057, 0.905132, 0.941719, 1.03625566666667, 0.6152966, 0.1330116, 0.1077542
brp3, 10.2634063333333, 2.39958433333333, 4.907639, 3.81633233333333, 3.663473, 4.00372966666667, 2.3598638, 0.4318726, 0.2967996
brp4, 36.5838963333333, 5.91394566666667, 15.4556626666667, 10.7039626666667, 9.57902566666667, 10.1896943333333, 8.8633638, 1.5125154, 0.9752698
brp5, 45.7728463333333, 7.086206, 19.1258956666667, 12.9466393333333, 11.472137, 12.2760876666667, 11.135463, 1.9314804, 1.2304904
brp6, 70.9464286666667, 9.748174, 27.2424153333333, 17.246166, 14.5553706666667, 15.0668536666667, 17.2450894, 2.8900368, 1.8239994
cambridge1, 5.57226533333333, 1.32792733333333, 2.44495566666667, 2.45790066666667, 2.55507033333333, 2.93452766666667, 0.8826182, 0.1533692, 0.1127386
cambridge2, 5.87047133333333, 1.456358, 2.764549, 2.76656366666667, 2.861496, 3.28098866666667, 0.9704112, 0.1533008, 0.1055538
cambridge3, 6.20857533333333, 1.419834, 2.50938666666667, 2.31417933333333, 2.35796833333333, 2.63576766666667, 1.0091208, 0.1699814, 0.120868
cambridge4, 20.1789146666667, 3.466218, 7.12459966666667, 6.00666833333333, 5.83269033333333, 6.36092266666667, 4.3514716, 0.6833054, 0.4235152
cambridge5, 102.057372666667, 11.2737043333333, 27.013207, 18.7043446666667, 16.5061783333333, 16.92932, 23.2407292, 3.4860108, 2.1058592
cambridge6, -, -, 188.219594, 86.4344526666667, 60.355923, 49.609309, 229.4660874, 33.6047768, 19.357458
collision1, 1.46691966666667, 0.375060666666667, 0.677412333333333, 0.77932, 0.834394333333333, 0.936649, 0.32628, 0.0818728, 0.0703682
collision2, 2.094173, 0.523920333333333, 0.919364666666667, 0.960254, 1.00131833333333, 1.111914, 0.4282886, 0.099212, 0.0843944
collision3, 23.4258693333333, 3.85780066666667, 8.28056233333333, 5.47640833333333, 4.41007866666667, 4.11224433333333, 5.6019454, 0.8570862, 0.5111674
collision4, -, -, -, 108.096072, 69.443599, 49.4105536666667, 276.040121, 41.5770008, 23.6762508
collision5, -, -, -, 182.389518, 114.233099666667, 80.1822926666667, 505.3093452, 78.07731, 44.974939
cyclicscheduler1, 0.316923666666667, 0.101824, 0.222253, 0.312923, 0.342775666666667, 0.397074333333333, 0.3574374, 0.0850908, 0.0738084
cyclicscheduler2, 0.169525666666667, 0.0669153333333333, 0.137431333333333, 0.189811666666667, 0.20989, 0.249503333333333, 0.478304, 0.1316144, 0.1291206
cyclicscheduler3, 1.08537166666667, 0.357884333333333, 0.781997333333333, 0.991279666666667, 1.09045, 1.240453, 0.253066, 0.0705402, 0.061168
cyclicscheduler4, 0.868495333333333, 0.302809666666667, 0.588655666666667, 0.736376666666667, 0.791577333333333, 0.891454333333333, 0.3935562, 0.1000238, 0.0889042
drivingphils1, 5.33959166666667, 1.64472533333333, 3.528506, 4.401864, 4.84858366666667, 5.78475866666667, 0.8579594, 0.1727198, 0.1373956
drivingphils2, 4.54553066666667, 1.37827233333333, 2.98844066666667, 3.624999, 3.955596, 4.67386333333333, 0.6338798, 0.1417368, 0.118318
drivingphils4, -, -, -, -, 347.243600666667, 229.714234333333, 2637.9617182, 389.8001136, 223.0894434
elevator1, 0.0107126666666667, 0.00223566666666667, 0.00426733333333333, 0.004714, 0.00567633333333333, 0.007983, 0.4726902, 0.0950534, 0.071409
elevator21, 0.0197566666666667, 0.00534466666666667, 0.009737, 0.0119633333333333, 0.0137806666666667, 0.0195453333333333, 0.183934, 0.0639654, 0.0638708
elevator22, 0.010652, 0.002127, 0.003924, 0.00601366666666667, 0.00704766666666667, 0.010913, 0.3730778, 0.0881474, 0.070999
elevator23, 0.075353, 0.012584, 0.0240113333333333, 0.0263113333333333, 0.0306183333333333, 0.0341503333333333, 0.8122548, 0.1387668, 0.0925614
elevator2, 0.00593966666666667, 0.00133866666666667, 0.00230033333333333, 0.00315433333333333, 0.00377633333333333, 0.006417, 0.435504, 0.0912304, 0.0753234
elevator3, 0.025098, 0.00536466666666667, 0.00916866666666667, 0.008993, 0.00826233333333333, 0.0110623333333333, 7.7361032, 1.1065312, 0.626737
elevator4, 0.0200396666666667, 0.00395933333333333, 0.00735933333333333, 0.00811866666666667, 0.00834733333333333, 0.0103703333333333, 8.0123424, 1.198885, 0.7077732
elevatorplanning1, 0.736166666666667, 0.157310666666667, 0.271295333333333, 0.288337, 0.296740666666667, 0.367255666666667, 0.1948, 0.065082, 0.0643916
elevatorplanning2, 132.332072333333, 13.615345, 34.7592783333333, 18.0934286666667, 11.9144673333333, 8.51622, 30.7929968, 4.5938464, 2.6631018
elevatorplanning3, 1.29317, 0.228751666666667, 0.355037, 0.271249666666667, 0.253528, 0.284215666666667, 0.2591806, 0.0670526, 0.0640404
exit1, 0.011271, 0.00194, 0.003848, 0.00387866666666667, 0.004077, 0.00640166666666667, 1.1060186, 0.2310522, 0.1588434
exit2, 1.03570366666667, 0.202901, 0.324798333333333, 0.293834666666667, 0.287745666666667, 0.319654666666667, 0.2237822, 0.0557546, 0.0493644
exit3, 11.5734896666667, 2.119825, 3.77825566666667, 2.06044833333333, 1.522456, 1.26056366666667, 2.4626574, 0.377465, 0.2273198
exit4, -, -, -, 70.170688, 43.8441433333333, 30.0203236666667, 175.783022, 26.5685722, 15.1527968
exit5, 4.74256266666667, 0.985401, 1.56322, 0.97683, 0.798396666666667, 0.752971666666667, 0.7930624, 0.1234094, 0.0848068
extinction1, 3.00007533333333, 0.949924666666667, 1.92705733333333, 2.407307, 2.642299, 3.15356966666667, 0.3472802, 0.0757294, 0.0642
extinction2, 4.34124333333333, 1.462448, 3.13284733333333, 3.97925933333333, 4.362682, 5.17131966666667, 0.5882184, 0.1237392, 0.1025618
extinction3, 42.8681306666667, 6.175997, 15.02471, 11.0691673333333, 10.057791, 10.543611, 11.4693148, 1.6936622, 1.0273058
extinction4, 30.504097, 5.093385, 12.5220313333333, 10.2553276666667, 9.858632, 10.7026973333333, 7.5249408, 1.2318366, 0.7987912
firewirelink1, 2.13215666666667, 0.702079666666667, 1.49299933333333, 2.055286, 2.27769233333333, 2.728947, 0.247585, 0.0588024, 0.0530128
firewirelink2, 11.573923, 2.83702966666667, 6.590758, 7.50603733333333, 8.161547, 9.89643866666667, 3.0621064, 0.474105, 0.321854
firewirelink3, -, -, -, 214.684335, 150.900514, 123.449776333333, 678.1059024, 108.0102528, 62.7907136
firewirelink4, 5.625217, 1.68910233333333, 3.78961733333333, 4.93796866666667, 5.491894, 6.63717133333333, 1.0957306, 0.2016588, 0.1555686
firewirelink5, 512.990007333333, -, 114.407969666667, 65.1661876666667, 51.7409666666667, 49.7564053333333, 145.2851434, 21.3027738, 12.4671492
firewirelink7, 24.2690536666667, 4.45250233333333, 10.3997496666667, 10.3262786666667, 10.806182, 12.7147786666667, 6.8371582, 1.0246442, 0.6476538
firewiretree1, 0.331112333333333, 0.132634333333333, 0.288009666666667, 0.392670333333333, 0.420622333333333, 0.480319666666667, 0.0166184, 0.0077332, 0.0131394
firewiretree2, 2.85384033333333, 0.794542666666667, 1.57106233333333, 1.86246333333333, 2.03547433333333, 2.40292333333333, 0.3799924, 0.0751492, 0.0588668
firewiretree3, 14.9172346666667, 3.36650566666667, 8.42735066666667, 8.79750533333333, 9.29293833333333, 11.07218, 3.9708028, 0.6608956, 0.4388232
firewiretree4, 26.6821673333333, 5.368368, 15.1434083333333, 15.960162, 16.965632, 20.901102, 7.1656104, 1.2330416, 0.8696694
firewiretree5, 196.383435333333, 27.0828006666667, 88.2202643333333, 79.806961, 80.0123166666667, 93.4149686666667, 52.8709294, 9.0790632, 6.1494616
fischer1, 0.181548666666667, 0.0537723333333333, 0.106860666666667, 0.139886333333333, 0.156787333333333, 0.185340333333333, 0.4230384, 0.1105758, 0.105561
fischer2, 1.68969933333333, 0.378923666666667, 0.607128, 0.571804666666667, 0.591602666666667, 0.673674, 0.4979694, 0.1147992, 0.1025124
fischer3, 12.798172, 2.56876166666667, 5.14236333333333, 3.24711966666667, 2.59621733333333, 2.36963433333333, 3.1983224, 0.4908056, 0.3125602
fischer4, 4.784256, 1.10215733333333, 1.762562, 1.16766433333333, 0.989286, 0.946277333333333, 0.9920416, 0.1698644, 0.1224818
fischer5, 57.6746136666667, 7.71730333333333, 19.0784433333333, 11.2084433333333, 8.35429133333333, 6.89061466666667, 13.1840584, 2.1121596, 1.2757302
fischer6, 9.18753633333333, 1.98009633333333, 3.523125, 2.17744233333333, 1.71623533333333, 1.49847466666667, 2.0500064, 0.3240184, 0.2102558
fischer7, 107.510428666667, 12.785073, 32.5860386666667, 18.2647933333333, 13.2569866666667, 10.6560126666667, 22.4306464, 3.6542076, 2.140335
frogs1, 1.034982, 0.337184, 0.646409666666667, 0.813221333333333, 0.876485, 1.00571333333333, 0.3112694, 0.1026116, 0.0915982
frogs2, 1.64072366666667, 0.300198666666667, 0.439587333333333, 0.326329333333333, 0.305311333333333, 0.350265333333333, 0.4567934, 0.0981582, 0.08495
frogs3, 17.085076, 3.24654533333333, 6.51794633333333, 5.53005566666667, 5.88502566666667, 6.94714466666667, 2.7245386, 0.504825, 0.3596898
gear1, 2.17073666666667, 0.749076, 1.49361133333333, 1.991954, 2.199174, 2.67341533333333, 0.323453, 0.0734306, 0.0631154
gear2, 6.02421733333333, 2.54974866666667, 6.53289066666667, 9.78473566666667, 10.9161696666667, 13.608459, 1.3017514, 0.3249766, 0.2752718
hanoi1, 5.71323166666667, 1.51815766666667, 3.27493466666667, 4.22037166666667, 4.55647066666667, 5.41107933333333, 1.078073, 0.2515854, 0.2281742
iprotocol1, 0.624757666666667, 0.169468, 0.326313, 0.408947333333333, 0.442930666666667, 0.523635, 0.4004102, 0.0986582, 0.0842078
iprotocol2, 1.547845, 0.424545666666667, 0.778627, 0.894430333333333, 0.964436, 1.09430866666667, 0.4392786, 0.1077068, 0.0875574
iprotocol3, 12.2632563333333, 2.53710833333333, 4.98980166666667, 3.549606, 3.31017833333333, 3.570099, 2.4668158, 0.4510704, 0.2817864
iprotocol4, 44.8133686666667, 6.280244, 14.3506623333333, 8.073999, 6.772854, 6.564508, 11.2216154, 1.7640242, 1.0474538
